Title,Abstract,NCT ID
Thalidomide for the Treatment of Hormone Dependent Prostate Cancer,This multi center study will evaluate whether thalidomide can improve the effectiveness of       the drugs leuprolide or goserelin in treating testosterone dependent prostate cancer        Leuprolide and goserelin both approved to treat prostate cancer reduce testosterone       production  which  in most patients  reduces the size of the tumor  Thalidomide  a drug used       for many years to treat leprosy  blocks the growth of blood vessels that may be important to       disease progression         Patients 18 years or older with testosterone dependent prostate cancer that has persisted or       recurred after having had surgery  radiation therapy  or cryosurgery  but whose disease has       not metastasized  spread beyond the prostate  may be eligible for this study  Candidates are       screened with a medical history and physical examination  including blood tests  bone and       computed tomography  CT  scans or other imaging studies         Study participants are randomly assigned to one of two treatment groups  One group receives       leuprolide or goserelin followed by thalidomide  the other receives leuprolide or goserelin       followed by placebo  a look alike pill with no active ingredients   Patients in both groups       receive an injection of leuprolide or goserelin once a month for 6 months  After that time       they take four capsules of either thalidomide or placebo once a day and remain on the drug       until their prostate specific antigen  PSA  level returns to what it was before beginning       leuprolide or goserelin or to 5 nanograms per liter  whichever is lower  PSA is a protein       secreted by the prostate gland  Monitoring changes in levels of this protein can help       evaluate tumor progression   At this point the entire procedure begins again  starting with       leuprolide or goserelin treatment  but the experimental drug is switched  patients       originally treated with thalidomide are crossed over to placebo  and patients originally       treated with placebo are crossed over to thalidomide         Patients are monitored periodically with the following tests and procedures         Medical histories and physical examinations  Blood and urine tests to monitor thalidomide       and PSA levels  the response to treatment  and routine laboratory values  e g   cell counts       and kidney and liver function          Computed tomography  CT  and bone scans  and possibly other imaging tests to assess the       tumor         Electromyography  EMG  and nerve conduction studies  as needed  For electromyography  a thin       needle is inserted into a few muscles and the patient is asked to relax or to contract the       muscles,NCT00004635
Low Dose Oral Methotrexate Versus Colchicine for Primary Biliary Cirrhosis,OBJECTIVES         I  Compare the efficacy of low dose oral pulse methotrexate  MTX  and ursodiol versus       colchicine and ursodiol in patients with primary biliary cirrhosis  PBC          II  Determine the optimum dose and duration of MTX treatment         III  Investigate the role of fibrogenic cytokines  FC  in PBC pathogenesis and the effect of       treatment on FC production,NCT00004748
Phase III Randomized Study of Ursodiol With Vs Without Methotrexate for Primary Biliary Cirrhosis,OBJECTIVES  I  Compare the effects of ursodiol  ursodeoxycholic acid   with and without       methotrexate  on pruritus  incapacitation index  and serum markers of activity and severity       in patients with primary biliary cirrhosis         II  Compare the effects of these regimens on the development of ascites  encephalopathy        varices  or bleeding from pre existing varices   histologic liver changes  transplantation        and survival         III  Compare the toxicity and safety of each regimen,NCT00004784
Pilot Study of Budesonide for Patients With Primary Sclerosing Cholangitis,OBJECTIVES  I  Assess the safety and effectiveness of budesonide in patients with primary       sclerosing cholangitis or primary biliary cirrhosis experiencing a suboptimal response to       ursodeoxycholic acid         II  Estimate the efficacy of this therapy in these patient groups as a means of evaluating       the feasibility of a long term randomized trial,NCT00004842
Trastuzumab in Treating Patients With Previously Treated  Locally Advanced  or Metastatic Cancer of the Urothelium,Phase II trial to study the effectiveness of trastuzumab in treating patients who have       previously treated  locally advanced  or metastatic cancer of the urothelium  Monoclonal       antibodies can locate tumor cells and either kill them or deliver tumor killing substances       to them without harming normal cells,NCT00004856
Carboplatin  Paclitaxel  and Radiation Therapy With or Without Thalidomide in Patients With Stage III Non small Cell Lung Cancer,This randomized phase III trial is studying carboplatin  paclitaxel  radiation therapy  and       thalidomide to see how well they work compared to carboplatin  paclitaxel  and radiation       therapy alone in treating patients with newly diagnosed stage III non small cell lung       cancer  Drugs used in chemotherapy use different ways to stop tumor cells from dividing so       they stop growing or die  Thalidomide may stop the growth of non small cell lung cancer by       stopping blood flow to the tumor  It is not yet known if combination chemotherapy plus       radiation therapy is more effective with or without thalidomide,NCT00004859
Monoclonal Antibody ABX EGF in Treating Patients With Renal  Kidney   Prostate  Pancreatic  Non Small Cell Lung  Colon or Rectal  Esophageal  or Gastroesophageal Junction Cancer,RATIONALE  Monoclonal antibodies such as ABX EGF can locate tumor cells and either kill them       or deliver tumor killing substances to them without harming normal cells         PURPOSE  Phase I trial to study the effectiveness of monoclonal antibody ABX EGF in treating       patients who have either renal  kidney   prostate  pancreatic  non small cell lung  colon        rectal  esophageal  or gastroesophageal junction cancer,NCT00004879
Trastuzumab in Treating Patients With Stage IIIB or Stage IV Non small Cell Lung Cancer That Overexpresses HER2,Phase II trial to study the effectiveness of trastuzumab in treating patients who have stage       IIIB or stage IV non small cell lung cancer that overexpresses HER2  Monoclonal antibodies       can locate tumor cells and either kill them or deliver tumor killing substances to them       without harming normal cells,NCT00004883
Paclitaxel and Carboplatin Chemotherapy Compared With Standard Chemotherapy in Treating Patients With Stage III or Stage IV Non small Cell Lung Cancer That Cannot Be Removed During Surgery,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  It is not yet known whether paclitaxel and carboplatin is more       effective than standard chemotherapy for advanced non small cell lung cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of paclitaxel and       carboplatin chemotherapy with that of standard chemotherapy in treating patients who have       stage III or stage IV non small cell lung cancer that cannot be removed during surgery,NCT00004887
Combination Chemotherapy With or Without Trastuzumab in Treating Women With Metastatic Breast Cancer,Phase II trial to study the effectiveness of combination chemotherapy with or without       trastuzumab in treating women who have metastatic breast cancer  Drugs used in chemotherapy       use different ways to stop tumor cells from dividing so they stop growing or die  Monoclonal       antibodies such as trastuzumab can locate tumor cells and either kill them or deliver       tumor killing substances to them without harming normal cells,NCT00004888
Paclitaxel and Irinotecan in Treating Patients With Advanced Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  This phase II trial is studying how well giving paclitaxel together with irinotecan       works in treating patients with advanced non small cell lung cancer,NCT00004924
ILX23 7553 in Treating Patients With Solid Tumors That Have Not Responded to Previous Therapy,RATIONALE  ILX23 7553 may help solid tumor cells develop into normal cells         PURPOSE  Phase I trial to study the effectiveness of ILX23 7553 in treating patients who       have solid tumors that have not responded to previous therapy,NCT00004926
Calcitriol and Zoledronate in Treating Patients With Progressive Prostate Cancer,RATIONALE  Calcitriol may help prostate cancer cells develop into normal cells  Zoledronate       may delay or prevent the formation of bone metastases  Combining calcitriol and zoledronate       may be an effective treatment for progressive prostate cancer         PURPOSE  Phase I trial to study the effectiveness of combining calcitriol with zoledronate       in treating patients who have progressive prostate cancer,NCT00004928
Vaccine Therapy Plus QS21 in Treating Patients With Progressive Prostate Cancer,RATIONALE  Vaccines may make the body build an immune response to kill tumor cells         PURPOSE  Phase II trial to study the effectiveness of vaccine therapy given with QS21 in       treating patients who have progressive prostate cancer,NCT00004929
Herceptin Followed by Chemotherapy in Treating Women With Metastatic Breast Cancer That Overexpresses HER2,RATIONALE  To compare efficacy  toxicity and quality of life of the sequential       administration of Her alone followed  at PD  by the combination with Chemotherapy  Arm A        vs  the upfront combination of Her and Chemotherapy  Arm B  in patients with       advanced metastatic breast cancer         PURPOSE  Trial SAKK 22 99 addresses clinically relevant and currently unresolved questions       regarding the optimal use of Herceptin in the treatment of patients with advanced metastatic       breast cancer,NCT00004935
Topotecan and Paclitaxel in Treating Patients With Advanced Non small Cell Lung Cancer or Other Advanced Solid Tumors,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase I II trial to study the effectiveness of combining topotecan and paclitaxel       in treating patients who have advanced non small cell lung cancer or other advanced solid       tumors,NCT00004979
Paclitaxel and Bryostatin 1 in Treating Patients With Metastatic Prostate Cancer,Phase II trial to study the effectiveness of combining paclitaxel and bryostatin 1 in       treating patients who have metastatic prostate cancer that has not responded to hormone       therapy  Drugs used in chemotherapy use different ways to stop tumor cells from dividing so       they stop growing or die  Combining more than one drug may kill more tumor cells,NCT00005028
Bcl 2 Antisense Oligodeoxynucleotide G3139 and Paclitaxel in Treating Patients With Recurrent Small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Bcl 2 antisense oligodeoxynucleotide G3139 may increase the       effectiveness of a chemotherapy drug by making tumor cells more sensitive to the drug         PURPOSE  Phase I II trial to study the effectiveness of bcl 2 antisense oligodeoxynucleotide       G3139 and paclitaxel in treating patients who have recurrent small cell lung cancer,NCT00005032
Temozolomide in Treating Patients With Stage IIIB  Stage IV  or Recurrent Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of temozolomide in treating patients who       have stage IIIB  stage IV  or recurrent non small cell lung cancer,NCT00005037
Vaccine Therapy in Treating Patients With Advanced Adenocarcinoma of the Prostate  Prostate Cancer,Randomized phase II trial to determine the effectiveness of vaccine therapy in treating       patients who have advanced adenocarcinoma of the prostate  prostate cancer   Vaccines made       from a person s prostate cancer cells may make the body build an immune response to kill       tumor cells,NCT00005039
R115777 in Treating Patients With Relapsed Small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of R115777 in treating patients who have       relapsed small cell lung cancer,NCT00005041
Hormone Therapy and Radiation Therapy in Treating Patients With Prostate Cancer,RATIONALE  Hormones can stimulate the growth of prostate cancer cells  Hormone therapy may       fight prostate cancer by reducing the production of androgens  Radiation therapy uses       high energy x rays to damage tumor cells  It is not yet known which regimen of hormone       therapy and radiation therapy is more effective for prostate cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of two different regimens       of hormone therapy and radiation therapy in treating patients who have prostate cancer,NCT00005044
Estramustine and Paclitaxel in Treating Patients With Prostate Cancer That Has Not Responded to Hormone Therapy,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase I trial to study the effectiveness of combining estramustine and paclitaxel       in treating patients who have prostate cancer that has not responded to hormone therapy,NCT00005048
Glufosfamide With of Without Hydration in Treating Patients With Advanced Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Hydration with saline solution may protect kidney cells from       the side effects of chemotherapy         PURPOSE  Randomized phase II trial to study the effectiveness of glufosfamide with or       without hydration in treating patients who have advanced non small cell lung cancer,NCT00005055
Carboplatin and Paclitaxel in Treating Older Patients With Metastatic or Recurrent Unresectable Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase II trial to study the effectiveness of carboplatin and paclitaxel in treating       patients who have metastatic or recurrent unresectable non small cell lung cancer,NCT00005059
Chemotherapy  Radiation Therapy  and Surgery in Treating Patients With Stage IIIA Non small Cell Lung Cancer,Phase I trial to study the effectiveness of combining carboplatin and paclitaxel  radiation       therapy with gadolinium texaphyrin  and surgery in treating patients who have stage IIIA       non small cell lung cancer  Drugs used in chemotherapy use different ways to stop tumor       cells from dividing so they stop growing or die  Radiation therapy uses high energy x rays       to damage tumor cells  Drugs such as gadolinium texaphyrin may make the tumor cells more       sensitive to radiation therapy  Combining chemotherapy  radiation therapy  and surgery may       kill more tumor cells,NCT00005065
Photodynamic Therapy With Lutetium Texaphyrin in Treating Patients With Locally Recurrent Prostate Cancer,This phase I trial is studying the side effects and best dose of photodynamic therapy with       lutetium texaphyrin in treating patients with locally recurrent prostate cancer        Photodynamic therapy uses light and drugs that make cancer cells more sensitive to light to       kill tumor cells  This may be effective treatment for locally recurrent prostate cancer        Photosensitizing drugs  such as lutetium texaphyrin  are absorbed by cancer cells and  when       exposed to light  become active and kill the cancer cells,NCT00005067
Leuvectin in Treating Patients With Locally Recurrent Prostate Cancer,RATIONALE  Inserting the gene for interleukin 2 into a person s prostate cancer cells may       make the body build an immune response to kill tumor cells         PURPOSE  Phase I II trial to study the effectiveness of Leuvectin in treating patients who       have locally recurrent prostate cancer after receiving treatment with radiation therapy,NCT00005072
Zoledronate Plus Standard Therapy Compared With Placebo Plus Standard Therapy to Prevent Bone Metastases in Patients With Recurrent Prostate Cancer That Has No Symptoms,RATIONALE  Zoledronate may be able to prevent bone metastases caused by prostate cancer  It       is not yet known if zoledronate is effective in preventing the spread of prostate cancer to       the bones         PURPOSE  Randomized phase III trial to determine the effectiveness of zoledronate plus       standard therapy in preventing bone metastases in patients who have recurrent prostate       cancer that is not causing symptoms,NCT00005073
Ultrasound in Treating Patients With Recurrent Stage I or Stage II Prostate Cancer,RATIONALE  Ultrasound therapy kills tumor cells by heating them to several degrees above       body temperature  This treatment may be effective for prostate cancer         PURPOSE  Phase III trial to determine the effectiveness of ultrasound therapy in treating       patients who have stage I or stage II prostate cancer that has recurred following radiation       therapy,NCT00005075
Cetuximab and Irinotecan in Treating Patients With Advanced Colorectal Cancer,RATIONALE  Monoclonal antibodies  such as cetuximab  can locate tumor cells and either kill       them or deliver tumor killing substances to them without harming normal cells  Drugs used in       chemotherapy use different ways to stop tumor cells from dividing so they stop growing or       die         PURPOSE  Phase II trial to study the effectiveness of cetuximab and irinotecan in treating       patients who have advanced colorectal cancer that has not responded to previous treatment,NCT00005076
DX 8951f in Treating Previously Untreated Patients With Stage IIIB or Stage IV Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of DX 8951f in treating patients who have       previously untreated stage IIIB or stage IV non small cell lung cancer,NCT00005091
Gemcitabine With or Without CI 994 in Treating Patients With Advanced Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  It is not yet known whether gemcitabine plus CI 994 is more       effective than gemcitabine alone for non small cell lung cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of gemcitabine with or       without CI 994 in treating patients who have advanced non small cell lung cancer,NCT00005093
Docetaxel in Treating Patients With Stage II or Stage III Prostate Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of docetaxel in treating patients who       have stage II or stage III prostate cancer,NCT00005096
Monoclonal Antibody Therapy With Sargramostim and Interleukin 2 in Treating Children With Neuroblastoma,Monoclonal antibodies can locate tumor cells and either kill them or deliver tumor killing       substances to them without harming normal cells  Colony stimulating factors such as       sargramostim may increase the number of immune cells found in bone marrow or peripheral       blood  Interleukin 2 may stimulate a person s white blood cells to kill cancer cells        Combining monoclonal antibody therapy with sargramostim or interleukin 2 may kill more tumor       cells  Phase I trial to study the effectiveness of monoclonal antibody therapy given with       sargramostim and interleukin 2 in treating children with neuroblastoma who have just       completed bone marrow or peripheral stem cell transplantation,NCT00005576
Cetuximab Plus Gemcitabine in Treating Patients With Locally Advanced  Metastatic  or Recurrent Cancer of the Pancreas,RATIONALE  Monoclonal antibodies  such as cetuximab  can locate tumor cells and either kill       them or deliver tumor killing substances to them without harming normal cells  Drugs used in       chemotherapy use different ways to stop tumor cell from dividing so they stop growing or       die  Combining chemotherapy with monoclonal antibody therapy may kill more tumor cells         PURPOSE  Phase II trial to study the effectiveness of cetuximab plus gemcitabine in treating       patients who have locally advanced  metastatic  or recurrent cancer of the pancreas,NCT00005591
Cyproterone Acetate in Treating Hot Flashes Following Surgical or Chemical Castration for Prostate Cancer,RATIONALE  Cyproterone acetate may be effective treatment for hot flashes following surgical       or chemical castration for prostate cancer  It is not yet known which regimen of cyproterone       acetate is more effective for hot flashes         PURPOSE  Randomized phase III trial to determine the effectiveness of cyproterone acetate in       treating patients who have hot flashes following surgical or chemical castration for       prostate cancer,NCT00005623
Estramustine  Docetaxel  and Carboplatin in Treating Patients With Prostate Cancer That Has Not Responded to Hormone Therapy,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase I trial to study the effectiveness of estramustine  docetaxel  and       carboplatin in treating patients who have prostate cancer that has not responded to hormonal       therapy,NCT00005627
Vaccine Therapy and Sargramostim in Treating Patients With Non small Cell Lung Cancer,RATIONALE  Vaccines may make the body build an immune response to kill tumor cells        Colony stimulating factors such as sargramostim may increase the number of immune cells       found in bone marrow or peripheral blood         PURPOSE  Phase I trial to study the effectiveness of vaccine therapy and sargramostim in       treating patients who have non small cell lung cancer,NCT00005630
Vaccine Therapy Plus QS21 in Treating Patients With Prostate Cancer,RATIONALE  Vaccines may make the body build an immune response to kill tumor cells        Combining a vaccine with QS21 may kill more tumor cells         PURPOSE  Phase I trial to study the effectiveness of vaccine therapy plus immune adjuvant       QS21 in treating patients who have prostate cancer,NCT00005632
Trastuzumab Plus Paclitaxel in Treating Women With Metastatic Breast Cancer That Overexpresses HER2,RATIONALE  Monoclonal antibodies  such as trastuzumab  can locate tumor cells and either       kill them or deliver tumor killing substances to them without harming normal cells  Drugs       used in chemotherapy use different ways to stop tumor cells from dividing so they stop       growing or die  Combining monoclonal antibody therapy with chemotherapy may kill more tumor       cells         PURPOSE  Randomized phase II trial to study the effectiveness of two different regimens of       trastuzumab plus paclitaxel in treating women who have metastatic breast cancer that       overexpresses HER2,NCT00005635
Paclitaxel in Treating Patients With Extensive Stage Small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of paclitaxel in treating patients who       have extensive stage small cell lung cancer,NCT00005646
Gemcitabine With or Without Tipifarnib  R115777  in Treating Patients With Advanced Pancreatic Cancer,The purpose of this study is to compare the effectiveness of gemcitabine with or without       tipifarnib  R115777  in patients who have advanced pancreatic cancer,NCT00005648
Genetic Study of Patients With Primary Ciliary Dyskinesia,OBJECTIVES         I  Characterize the clinical presentation of patients with primary ciliary dyskinesia         II  Identify the genetic mutations associated with this disease,NCT00005650
Combination Chemotherapy in Treating Patients With Advanced Non Small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase I trial to study the effectiveness of combination chemotherapy in treating       patients who have advanced non small cell lung cancer,NCT00005806
Combination Chemotherapy Plus Filgrastim in Treating Patients With Stage IV Prostate Cancer That Has Not Responded to Hormone Therapy,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Colony stimulating factors such as filgrastim may increase the       number of immune cells found in bone marrow or peripheral blood and may help a person s       immune system recover from the side effects of chemotherapy         PURPOSE  Phase II trial to study the effectiveness of combination chemotherapy plus       filgrastim in treating patients who have stage IV prostate cancer that has not responded to       hormone therapy,NCT00005810
Nitrocamptothecin in Treating Patients With Stage IV Prostate Cancer That Has Not Responded to Hormone Therapy,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of nitrocamptothecin in treating men who       have stage IV prostate cancer that has not responded to hormone therapy,NCT00005820
Combination Chemotherapy in Treating Patients With Stage IIIB or Stage IV Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase II trial to study the effectiveness of combination chemotherapy in treating       patients who have stage IIIB or stage IV non small cell lung cancer,NCT00005825
Genistein in Treating Patients With Stage II  Stage III  or Stage IV Prostate Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Randomized phase I trial to determine the effectiveness of genistein in treating       patients who have stage II  stage III  or stage IV prostate cancer,NCT00005827
Green Tea Extract in Treating Patients With Metastatic Prostate Cancer That Has Not Responded to Hormone Therapy,RATIONALE  Green tea extract contains substances that may slow the growth of certain cancers       and may prevent the development of new cancers         PURPOSE  Phase II trial to determine the effectiveness of green tea extract in treating       patients who have metastatic prostate cancer that has not responded to hormone therapy,NCT00005828
Trastuzumab and Combination Chemotherapy in Treating Patients With Locally Recurrent or Metastatic Urinary Tract Cancer,Phase II trial to study the effectiveness of combining trastuzumab with combination       chemotherapy in treating patients who have locally recurrent or metastatic urinary tract       cancer  Monoclonal antibodies such as trastuzumab can locate tumor cells and either kill       them or deliver tumor killing substances to them without harming normal cells  Drugs used in       chemotherapy use different ways to stop tumor cells from dividing so they stop growing or       die  Combining monoclonal antibody therapy with combination chemotherapy may kill more tumor       cells,NCT00005831
Combination Chemotherapy Plus Radiation Therapy With or Without AE 941 in Treating Patients With Stage III Non small Cell Lung Cancer That Cannot Be Removed By Surgery,Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop       growing or die  Combining more than one drug may kill more tumor cells  Radiation therapy       uses high energy x rays to damage tumor cells  AE 941 may help shrink or slow the growth of       non small cell lung cancer cells  It is not yet known if combination chemotherapy plus       radiation therapy is more effective with or without AE 941 for non small cell lung cancer        This randomized phase III trial is studying combination chemotherapy and radiation therapy       given with AE 941 to see how well they work compared to combination chemotherapy and       radiation therapy alone in treating patients with stage III non small cell lung cancer that       cannot be removed by surgery,NCT00005838
Trastuzumab Plus R115777 in Treating Patients With Advanced or Metastatic Cancer,Phase I trial to study the effectiveness of trastuzumab plus R115777 in treating patients       who have advanced or metastatic cancer  Monoclonal antibodies such as trastuzumab can locate       tumor cells and either kill them or deliver tumor killing substances to them without harming       normal cells  Drugs used in chemotherapy use different ways to stop tumor cells from       dividing so they stop growing or die  Combining trastuzumab with R115777 may kill more tumor       cells,NCT00005842
Tipifarnib in Treating Patients With Myelodysplastic Syndromes,This phase I trial studies the side effects and best dose of tipifarnib in treating patients       with myelodysplastic syndromes  Tipifarnib may stop the growth of cancer cells by blocking       some of the enzymes needed for cell growth,NCT00005845
Chemotherapy With or Without Biological Therapy in Treating Patients With Metastatic Prostate Cancer That Has Not Responded to Hormone Therapy,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells        Biological therapies use different ways to stimulate the immune system and stop cancer cells       from growing  It is not yet known which treatment regimen is more effective in treating       metastatic prostate cancer         PURPOSE  Randomized phase II trial to compare the effectiveness of combination chemotherapy       with that of chemotherapy plus biological therapy in treating patients who have progressive       or metastatic prostate cancer that has not responded to hormone therapy,NCT00005847
R115777 in Treating Patients With Progressive  Metastatic Prostate Cancer That Has Not Responded to Hormone Therapy,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of R115777 in treating patients who have       progressive  metastatic prostate cancer that has not responded to hormone therapy,NCT00005848
